,0
7183,provided oversight
1654,provided oversight 
2693,provided oversight for lamprey experiments
2694,provided oversight for skate 
4541,provided oversight of the dengue pr sequencing
4542,provided oversight of the statistical analyses
8370,provided p mouse line
2794,provided palynological assessments
6258,provided pathological diagnosis
5895,provided patient access
596,provided patient care 
7413,provided patient dat
5618,provided patient data
4973,provided patient fibroblasts
598,provided patient material
1660,provided patient material 
2761,provided patient materials 
1971,provided patient samples
5064,provided patient samples 
8036,provided patient specimens
4631,provided pediatric samples
3461,provided pharmacologic data on 
7982,provided phenotype 
4876,provided population data
6744,provided practical 
6406,provided primary
3409,provided primary funding for the research
5249,provided primary tumor samples
5425,provided program development 
842,provided project administration
666,provided project administration 
5418,provided project coordination
6703,provided project funding
2501,provided project management
566,provided project oversight 
3574,provided project supervision
6704,provided project support
6621,provided protein
6656,provided protein isoforms from plasmid preparations
6370,provided protein samples
4384,provided purified protein to test this
4687,provided raw cranial l
4867,provided reagents
1416,provided references
6363,provided references 
4296,provided regional geologic context
5199,provided research resources
97,provided resources
84,provided resources 
3362,provided retrievals
3057,provided rock magnetic interpretation
5159,provided rock samples
4279,provided s data of cells lines for comparisons with biofluid profiles
2609,provided sample collections
708,provided sample materials
3139,provided sample preparation 
370,provided samples
275,provided samples 
3353,provided samples for analysis 
2763,provided samples for the experiments
2083,provided samples for the genomes
5160,provided samples from patients
5881,provided satellite estimates of regional above biomass used in the analysis
8004,provided scalp data
2066,provided scans
2654,provided scientific advice
1682,provided scientific advice for the manuscript
749,provided scientific advising
3577,provided scientific guidance
7268,provided scientific input 
1787,provided scientific insight on downstream analysis methods 
5769,provided scientific leadership
7369,provided scientific oversight
7371,provided scientific oversight for the site
5149,provided scientific supervision
3031,provided sea ice data
3211,provided seeds for maize l
297,provided senior guidance
5739,provided sequencing of the metagenomic dataset
5555,provided sequencing of the v r metabarcoding dataset
7719,provided serum
1566,provided set 
2468,provided several dozens of bacterial clinical strains
5692,provided several important corrections to subsequent manuscript drafts
3255,provided significant training input
4972,provided small inhibitors of aggregation
2525,provided software
5746,provided software 
7476,provided software design 
6900,provided software design for data analysis
5742,provided solar cells for imaging
6651,provided some key tissue samples 
2089,provided some suggestions for the research
6851,provided specialist information on beetles
8502,provided specimen collection 
7294,provided specimen data for 
6562,provided specimens 
1288,provided statistical advice
5357,provided statistical analyses
5420,provided statistical expertise for the mathematical models
8007,provided status epilepticus data
6284,provided structural data prior to the publication
652,provided study supervision
5498,provided subject matter expertise
4926,provided subject samples
7900,provided subjects
1345,provided substantial input on the analyses
44,provided suggestions 
1685,provided supercomputer time
314,provided supervision
447,provided supervision 
6381,provided supervision feedback on results
5978,provided support 
1314,provided support for genetic lab work
2726,provided support for recordings
1376,provided support for the first author
2418,provided support on data
3571,provided support with analysis of from 
3458,provided support with biostatistics analyses
1138,provided support with instrumentation
1513,provided supporting modeling
3205,provided supportive data
2544,provided surface measurements from 
6717,provided task 
7789,provided technical 
2685,provided technical advice
201,provided technical advice 
7973,provided technical advice with experiments
1171,provided technical assistance
3369,provided technical assistance 
1443,provided technical assistance for experiments
5929,provided technical assistance with crystallography
1422,provided technical assistance with diary instrument
2096,provided technical expertise
6898,provided technical expertise for data acquisitions
6899,provided technical expertise for data analyses
6897,provided technical expertise for f acquisitions 
1754,provided technical guidance
5153,provided technical help 
42,provided technical implementation
380,provided technical instructions 
729,provided technical support
6850,provided technical support 
8287,provided technical support for 
6721,provided technical support for microscopy experiments
1534,provided technical support for the animal colony
6894,provided technical support in molecular biology
5750,provided text
4525,provided text 
4568,provided text for the conceptual narratives 
4429,provided the 
8,provided the age model
2888,provided the analytic tools
7632,provided the anti antibody
2683,provided the background data points used in the model
8418,provided the biophysical model explaining the data
304,provided the calculations
3422,provided the case study
3683,provided the cell model 
4158,provided the cell source
2366,provided the cells
6828,provided the challenge stock
1169,provided the clinical samples
7185,provided the clinical study design
6092,provided the code for data analysis
1019,provided the concentration data
3306,provided the construct
581,provided the data
2960,provided the data collection
6643,provided the data for the research 
1370,provided the data to be modeled
6388,provided the donor cells 
414,provided the enzymes 
8176,provided the ephrin mice
5554,provided the eukaryotic v r metabarcoding dataset
8209,provided the expertise on immunohistochemical technique
3342,provided the figures
3069,provided the final data set
5722,provided the first coal ball peels that were found to contain root hairs on stigmarian rootlets 
7924,provided the hi lines
6793,provided the high single crystals
2441,provided the historical background 
1681,provided the human skin graft
1326,provided the i protocol writing 
3657,provided the ichnological 
1543,provided the ideas on how to interpret the results 
3427,provided the immortalized 
392,provided the initial preliminary observation
2495,provided the interpretation
2924,provided the inventory 
3820,provided the knockout animals
6807,provided the mathematical analyses
6449,provided the mathematical model
7860,provided the mathematical modeling
7110,provided the methodological 
3222,provided the methodology
4501,provided the mice
6675,provided the mice 
5915,provided the microscope
5027,provided the model with input from 
3463,provided the mouse genetic tool
1173,provided the muscular dystrophy patient i line 
4652,provided the mutant mice
305,provided the observations
4898,provided the original version of
6666,provided the overall guidance for the project
3462,provided the patient sample data
3429,provided the plasmid
2367,provided the plasmid encoding the receptor domain of 
5493,provided the population
7411,provided the quantum cascade laser material
4484,provided the r vectors 
4889,provided the replication dataset for revision
3897,provided the retrievals
1788,provided the samples
4400,provided the samples 
3827,provided the samples for study
5429,provided the setup for robotic experiments
3030,provided the shrub data
4874,provided the simulations of the model
8140,provided the strains detail
2642,provided the structure
6227,provided the theoretical
754,provided the theory
635,provided the toggle mazei extract
3408,provided the toggle mice
4519,provided the transgenic mouse line
3166,provided the viral preparation
1817,provided theoretical background
4948,provided theoretical estimate of the curvature modulus
2574,provided theoretical expertise
3416,provided theoretical guidance
6477,provided theoretical support
3935,provided theoretical supports
6814,provided theory 
3024,provided tissue materials
4908,provided tissue samples 
7692,provided toggle cultures
8272,provided toggle mice
1371,provided toggle mutant
5738,provided toggle reference sequences
7341,provided tools 
1539,provided tools to perform the cycle assessment
1468,provided tracers
8397,provided training 
3258,provided training in 
2153,provided training in calcium imaging 
2945,provided transcriptomic analysis
8369,provided transgenic mouse
6367,provided tree inventory data
2375,provided tree ring chronologies 
89,provided tribal heritage consultation 
8094,provided two study patients
2997,provided unpublished comparative datasets
3890,provided unpublished list of fungi genes
5995,provided updated occurrence data 
2408,provided upscaling 
2373,provided useful feedback in the development of the manuscript 
5879,provided vacuoles
4232,provided validation
18,provided validation data
6121,provided valuable advice about measurement 
956,provided valuable advice on data analysis
2914,provided valuable scientific input
8456,provided veterinary advice
5272,provided viral vectors
1066,provided visualization
7167,providing final data products or graphs of their results
1895,providing mentoring
3000,providing suggestions 
4749,publication data entity extraction
4748,publication data modeling
5371,pupillometry data
2859,purification
6424,purification of viral vectors
2111,purified
1281,purified 
2048,purified antibodies for macaque
5584,purified capping protein
3547,purified cells
3115,purified complexes 
4659,purified fission yeast proteins
8324,purified h 
1283,purified m
4658,purified mouse proteins
6996,purified protein
8448,purified protein 
6920,purified protein complexes
2431,purified proteins
2176,purified proteins 
1282,purified rhodopsin
8460,purified sample
5812,purified the anthrax toxin proteins 
2133,purified the compound
3810,purified the elovanoids
7233,purified the fluorescently labeled 
7462,purified the yeast actin mutants
6655,purified tubulin
5255,purified with a biotin tag for optical trapping experiments
7338,purified yeast ribosomes
8023,purify the fractions
4360,purifying the protein
6795,q experiments
2335,quality of this research
1199,quantification
4136,quantified tumor burden imaged by 
7802,quantitative assays
3212,race
1372,raised funding
8374,raised funds to support the research
1601,raised the funding
6786,ran
2432,ran biochemical assays 
6037,ran rheometry experiments
1758,ran simulation code
601,ran simulations
3568,ran the carbon optimality model
13,ran the climate model
3822,ran the computations of imbalance between renewable production sources aside from 
5649,ran the experimental sessions
797,ran the experiments
4291,ran the face recognition algorithms
3883,ran the field experiment 
6590,ran the inference
6448,ran the mathematical model
4165,ran the model
4514,ran the numerical model
3279,ran the simulations
6481,ran the study
2141,ran them on an ultraperformance liquid chromatography mass spectrometer
6586,rat infection models
2071,rats
226,read
1995,read 
324,read the manuscript
8394,readout hardware
1537,reagents
4371,reagents for generating bacterial artificial chromosome transgenic mice
4946,reagents for the microinjection experiments
815,real 
4426,real data analysis
6038,realized microfluidic observations
8245,realized the irradiations of the tooth enamel samples
4118,realized the sound generation 
7210,recast 
7212,recast models into 
1278,received funding for this research
147,received funds to perform research
5253,receptor expressing cells as well as tg naive cells
6778,recognized relevance of law
2476,recombinant proteins
8191,recombinase r viruses
3637,reconstructed 
2422,reconstruction
2616,recorded 
5115,recorded data
8253,recorded from the monkeys
8048,recorded spatial data
8049,recorded temporal data
764,recorded the clinical data
761,recorded the clinical data 
3379,recorded the data
5506,recorded the hologram 
7515,recorded the supporting media
1768,recorded videos
3134,recovery of the materials as part of the 
1972,recruited 
7370,recruited colonoscopy patients
5482,recruited donors
8161,recruited non participants
2021,recruited participants
6691,recruited participants 
3014,recruited patients
454,recruited patients 
7374,recruited patients for the study site
3673,recruited patients with deficiency
3686,recruited study participants
7372,recruited study patients for the study site
4268,recruited subjects
209,recruited subjects 
5065,recruited subjects in 
4792,recruited the patients
4512,recruited the patients 
8406,recruited the patients for this study
2549,recruitment
5614,redrafting
5779,reduced the seismological data
7626,ref rid
1420,references
7215,referred participants
6188,referred patients
4012,referred subjects
8442,refined
3300,refined 
3321,refined data
2002,refined structures
3400,refined the 
3638,refined the cryo data
3639,refined the cryo data 
8533,refined the crystal structures
2116,refined the crystal structures of 
2536,refined the single structure
6432,refined the structure
3963,refined the structure 
8339,refined the structures
2425,refinement
1643,refinement of the manuscript
5254,refolded
7499,regional correlation
2925,regional emission factors
3633,registered 
5740,registered electrodes
3071,registered the hypotheses
5383,registration tools
2592,regulatory approvals for obtaining clinical specimens from patients
5609,related analyses
3413,related littermate controls
3758,rendered technical drawings
7920,rendered the illustration
4609,rendering of structure
6117,repeated the cell shape phenotypic characterization
2077,repetitive elements
7891,replication phase
5263,reporter mice
4377,reporters
3452,reporting
8242,reproductive data
1975,research
2627,research advice from all authors
1500,research aspects
6161,research direction
3749,research environment
4225,research funding
2692,research materials
6506,research project
1529,researched literature 
4896,researched the paper
4894,researched the paper 
338,resources
4182,respectively
3467,response design
3645,responsible for the seminal concept behind desert agroforestry
3977,result interpretation
1297,result visualization
15,results
6551,results 
3494,results sections
7384,retinal histology in mic 
7401,retrieved data
1041,review
707,review of results
6556,review of the literature
784,review of the manuscript
548,reviewed
180,reviewed 
5150,reviewed archaeological data
4979,reviewed bone marrow pathology 
7439,reviewed communicating climate change
5175,reviewed data
7368,reviewed data 
6183,reviewed files 
7400,reviewed findings 
6882,reviewed it
8131,reviewed literature
4976,reviewed liver 
1401,reviewed paper
2213,reviewed paper for accuracy with jet fuel requirements
3930,reviewed pathology 
7438,reviewed persuasion literature
4199,reviewed recordings for epilepsy activity
897,reviewed statistical approaches
869,reviewed the analysis
341,reviewed the assignment of spectroscopy features
1446,reviewed the data
385,reviewed the final manuscript
3926,reviewed the final manuscript for final edits
7433,reviewed the literature
262,reviewed the manuscript
3754,reviewed the original data 
1167,reviewed the paper
1496,reviewed the paper 
7880,reviewed the radiological material
6033,reviewed the reply to the letter to the editor
2572,reviewed the results
701,reviewed the study design
702,reviewed the study design 
780,revised 
5017,revised a final version of the paper
1145,revised drafts
5689,revised earlier versions of the manuscript
5690,revised earlier versions of the project 
407,revised manuscript
8413,revised paper
5281,revised the checklists
1708,revised the draft
564,revised the final version of the paper
45,revised the manuscript
2315,revised the manuscript 
173,revised the manuscript critically for important intellectual content
890,revised the manuscript for important intellectual content
4284,revised the mathematical model
49,revised the paper
3878,revised the paper 
327,revised the paper throughout the project
3022,revised versions of the manuscript
854,revised versions of the paper
2004,revised versions of the paper with input from all authors
2808,revising the manuscrip all authors agreed on the final manuscript
5860,revision by 
3694,revision of the data
541,revision of the manuscript
1745,revisions
2027,revisions 
1981,revisions of the manuscript
146,revisions on the paper
6868,revisit of at hydraulic geometry
1764,rewrote parts 
4000,rewrote the manuscript
4405,river samples
1847,robot experiments
6467,robustness
2403,ry
5241,s
4278,s c library preparation
4548,sample acquisition
234,sample collection
7960,sample collection in 
238,sample preparation
6926,sampled
2771,sampled 
4921,sampled meta
3015,sampled patch test reactions
3017,sampled patients
6439,sampled specimens
4769,sampled the rock cores
2932,sampled the toggle species in 
5711,sampled the water system travertines
4164,sampled toggle hardwicki
2223,samples
3884,sampling
5013,sampling design in core study area
5014,sampling design in the valley
6351,satellite analyses
7555,sc gathered samples
5726,scaffolded 
5228,scenarios
6475,scientific advisor
8077,scientific discussion
378,scientific insight
7275,screen data analysis
8524,screened medical records of potential subjects 
7090,screened volunteers
8134,searched a c database 
1531,searched old records
374,seawater
3309,section
274,section 
3431,sectioning of the samples
8257,sections
1637,secured access to data
353,secured funding
975,secured funding 
1196,secured funding for
972,secured funding for research
1469,secured resources 
3624,secured the funding 
1133,secured the funding for the work
8141,see ext xlink xlink toggle in 
4093,seed sizes
6635,segmented 
163,segmented imaging datasets
6705,selected
3252,selected 
8125,selected animals 
5224,selected calibration points
4352,selected for toggle resistance mutations
4355,selected for toggle resistance mutations 
6504,selected samples
2619,selected samples 
6959,selected the inclusions
7226,selected the sites
8420,self experiments
7159,semisynthetic insulin analogs
7155,semisynthetic insulin analogs 
5686,senior author
8474,senior authors 
6566,senior radiochemist
3844,sequence analyses
8504,sequenced 
5725,sequenced the genome
4858,sequenced the upstream regulatory region of the toggle gene to ensure normal regulatory functions 
2956,sequencing
2037,sequencing of cholera
2044,sequencing of virus escape mutations
7089,served as a 
6818,served as consultant for technical aspects
4891,served as data manager
4129,served as of the forest ecosystem carbon project
4131,served as of the shrubl
5076,served as on this project
5074,served as principal investigator 
4125,served as principal investigator of the grassl
2336,served as principal investigator of the project
4273,served as the expert pediatric pathologist
4965,served as the principal investigator on the protocol
3932,served in advisory capacity
4764,set up 
3974,set up models 
5593,set up phage display
6220,set up second harmonic generation measurements 
1594,set up the ab initio 
1408,set up the data analyses pipeline
7727,set up the experimental apparatus
6931,set up the horizontal optokinetic response recording system
804,set up the kinetic 
4339,set up the oxygen retinopathy model
8328,setup
5309,shaped the study
7436,share responsibility for the article 
6871,shared equally in research design 
985,shared equally in researching 
5407,shared expertise on microscopy
3573,shared flux data
3789,shared protocols
3234,sharpened the ideas 
4282,shipping
7145,simulated illustrations for the bundle structure
1057,simulation
7705,simulation 
631,simulation data
3599,simulation tools
1291,simulations
3132,simulations in consultation with 
7230,single assay
6171,single crystal spectroscopy experiments
1240,single sequencing
4457,site description
276,site expertise
1561,site information
909,skin biology
8331,sleep stages 
1385,software
7100,software 
5528,software development
1353,soil
8441,solved
2001,solved 
8542,solved crystal structures
8509,solved optimization problems 
7422,solved structure
6953,solved structures
3396,solved the 
3265,solved the crystal structure
638,solved the crystal structures
5204,solved the crystallographic structures
5082,solved the dimer structures
7584,solved the equations
3399,solved the original 
7004,solved the structure
7709,solved the structure of the complex
7045,solved the structures
4375,some of the in vivo luciferase imaging
7865,sorted human spleen samples
7217,sources
6364,sources of business information
6100,southern 
8216,specific mutant pool of toggle
7080,specimen tracings
7874,specimens
8447,spectroscopic work
4483,spike the data
4917,st
4096,stable hydrogen isotope analysis
7319,staff on the project
4476,staining in striatum
816,stainings 
771,statistical analyses
507,statistical analysis
4901,statistical analysis of next sequencing data
1094,statistical expertise 
6044,statistical models
4670,statistical test
786,statistics
3723,steered the project
4119,stereo sound capture
6731,stimulated cells
4931,stochastic simulations
2308,stocks required
591,stored
2382,strategy
3765,stratigraphic context
3171,stratigraphic data
6925,stratigraphic dating of 
6489,stratigraphic scheme
4238,structural
8495,structural 
8014,structural elucidation of dhas 
3162,structure
5095,structure calculation under the supervision of 
6134,structure calculations
1912,structure determination
3521,structure refinement
704,structured the research study 
3397,structures
4768,studied 
3590,studied fluid instabilities 
2853,studied genome evolution
4832,studied the characterization of the wood artifacts
8452,studied the fossil
3238,studied the host investigations
4827,studied the wooden tools
4829,studied the wooden tools 
7605,studies
4582,study concepts
36,study design
1946,study design 
7623,study preparation 
6251,study supervision
7883,subject enrollment 
788,submission
8033,submitted data sets to the public repositories
7397,submitted samples
4365,submitted samples for 
4053,subsequent analysis
7931,subsequent experiments on role in pyroptosis 
6601,subsequent injection of dyes 
3407,suggested experiments
616,suggested hypotheses 
3771,suggested studying virus self using interferometric scattering microscopy 
4383,suggested that leptin regulatory element might be a weak site 
3987,suggested the alignment method
2523,suggested the design of experiment 
1293,suggested the design of some simulations
5041,suggested the experiments 
8463,suggested the problem 
4382,suggested the use of assay for transposase chromatin with high sequencing instead of 
7906,suggested the use of ifenprodil 
1964,suggestions
4590,suggestions on connections between scientific work 
1590,suggestions on the draft version of the paper
4292,summarized electro data
3596,supernova
83,supervised
150,supervised 
1088,supervised all aspects of the research
4920,supervised all aspects of the work
7376,supervised all aspects of this work
1797,supervised all aspects of work
2472,supervised all collaborations 
676,supervised all experiments
2744,supervised all experiments with live microbes
4763,supervised all of the work
5878,supervised all parts of the work
1593,supervised all stages of the study
5384,supervised all the stages of the project
2102,supervised all work
2521,supervised analyses
4547,supervised analyses 
2662,supervised analysis
3862,supervised analysis 
4561,supervised analysis in 
1937,supervised angiogenesis
3604,supervised animal experiments
6830,supervised assays
3522,supervised biochemical experiments
4559,supervised bioinformatic 
5270,supervised bioinformatic analysis
6334,supervised bioinformatics analysis
1123,supervised calculations
1717,supervised chemistry
6333,supervised chromosome conformation capture assay
1998,supervised clamp studies
4553,supervised clinical aspects of the study in 
4556,supervised clinical aspects of the study in the 
525,supervised coding
7845,supervised collaborative experiments
3523,supervised computational experiments 
3968,supervised crystal structure analysis
1686,supervised crystallization
1415,supervised data analyses
499,supervised data analysis
2309,supervised data analysis process
727,supervised data collection
8197,supervised data collection on chondrichthyan brains
3324,supervised diagnostic investigations
5655,supervised digitalization of data
7579,supervised double crosses
475,supervised echidna research portion of project
5100,supervised electrophysiology
654,supervised experiments
2520,supervised experiments 
4068,supervised experiments with stem cell cultures for gene targeting
3319,supervised fabrication 
8084,supervised field collections
1258,supervised finite element simulation
2058,supervised genome sequencing 
287,supervised graduate student 
8059,supervised histopathology work
1734,supervised imaging 
8058,supervised imaging work
1939,supervised immunofluorescence
5632,supervised in vitro experimental work
2347,supervised laboratory experiments
6391,supervised laboratory technicians
1938,supervised lig
1512,supervised light gas gun experiments 
7919,supervised long potentiation studies
6371,supervised mass spectrometry
3861,supervised mechanical modeling
4139,supervised metabolite quantification analyses
7858,supervised metabolomics analysis 
2678,supervised microbiome analysis
4150,supervised modeling work
3650,supervised molecular dynamics calculations
4435,supervised molecular dynamics studies
1733,supervised neuropathology assessment 
6826,supervised neutralization assays
4825,supervised on the study
7121,supervised part of the project
1522,supervised parts of the study 
5360,supervised patients
1974,supervised personnel 
6739,supervised phenotyping
6740,supervised phenotyping 
6144,supervised pipeline building
2786,supervised procedures
6372,supervised production
3440,supervised progress
3307,supervised progress on the study
354,supervised project
2785,supervised project 
3367,supervised project administration 
8228,supervised rabbit immunization 
7959,supervised recruitment 
188,supervised research
29,supervised research 
1948,supervised researching graduate students
4555,supervised sample acquisition in the 
7403,supervised screening
3176,supervised sequencing of individual
3182,supervised sequencing of the individual
1832,supervised single analysis
3121,supervised structure modeling
6259,supervised students
7318,supervised students 
1979,supervised studies
6819,supervised studies 
929,supervised study
6820,supervised study 
684,supervised study concept 
474,supervised survey of participants portion of project
3317,supervised synthesis 
288,supervised technical assistance
7914,supervised technicians who carried out the experiment
5564,supervised the 
726,supervised the analysis
1072,supervised the analysis of results
6848,supervised the animal infection 
3269,supervised the bioinformatic 
4971,supervised the bioinformatics analysis
1175,supervised the calcium experiments
5111,supervised the caregiver research project
6938,supervised the catecholamine analysis
5943,supervised the clinical aspects of the study
4960,supervised the clinical procedures
2590,supervised the clinical research protocol
7540,supervised the clinical trial
6837,supervised the collection of the human samples
6799,supervised the conduct of the research
6940,supervised the conduct of the study
5245,supervised the data analysis
2032,supervised the data collection 
5635,supervised the development of the algorithms
4089,supervised the efforts
1978,supervised the electron cryomicroscopy studies
7764,supervised the electrophysiological experiments
2090,supervised the entire experimental analysis
589,supervised the entire project
476,supervised the entire project 
535,supervised the entire study
298,supervised the experiment
7812,supervised the experiment 
5166,supervised the experimental design
321,supervised the experimental parts of the project
2950,supervised the experimental plan 
1622,supervised the experiments
96,supervised the experiments 
6840,supervised the experiments related to high sequencing
7276,supervised the experiments related to high throughput sequencing
6019,supervised the for 
1176,supervised the force contraction experiments
8060,supervised the generation of the recombinant mice
6416,supervised the genome analysis group of the project
5961,supervised the graduate student
642,supervised the group
3058,supervised the human scan
6798,supervised the imaging studies
574,supervised the immunology related experiments
4796,supervised the implementation of the prototype objective
6476,supervised the laboratory
7871,supervised the mass spectrometric work of 
6270,supervised the measurement of hormones
5341,supervised the modeling work
7763,supervised the molecular experiments
4711,supervised the overall effort
827,supervised the overall experiment 
5110,supervised the overall patient research project
6833,supervised the overall performance of the analyses
1592,supervised the overall project
2679,supervised the overall project 
5200,supervised the overall research
5620,supervised the paramagnetic spectroscopy part
6974,supervised the photophysics experiments 
6838,supervised the processing of the human samples 
7739,supervised the projec 
7382,supervised the projec synthesized the photoswitc performed cell experiments 
131,supervised the project
593,supervised the project 
2279,supervised the projects
50,supervised the research
695,supervised the research 
8382,supervised the research work
5181,supervised the simulation work
3268,supervised the structural analysis
4647,supervised the studies
189,supervised the study
646,supervised the study 
6537,supervised the study at all stages
5246,supervised the study cohort
7765,supervised the surgical
1584,supervised the team
4630,supervised the team at 
6159,supervised the theoretical part of the work
322,supervised the theoretical parts of the project
8350,supervised the time fluorescence measurements 
558,supervised the trainee
5619,supervised the ultrafast spectroscopy part
5988,supervised the whole process of data analysis
7992,supervised the whole projec 
2158,supervised the whole project
443,supervised the work
533,supervised the work 
4563,supervised the work of the first author
5416,supervised the work on the theoretical formalism
5137,supervised the work performed at 
1369,supervised the writing of the paper 
6563,supervised the yeast two open reading frame screen
1104,supervised this work
5488,supervised tissue analysis
3152,supervised transcriptome analysis
1966,supervised ubiquitin experiments
3726,supervised umbrella sampling molecular dynamics simulations
3315,supervised validation in yeast 
2760,supervised various aspects of the study
3020,supervised whole study
1261,supervised work
85,supervision
586,supervision 
1241,supervision of research
4437,supervision of the study
5899,supervision throughout the project
2333,supervisory support
7060,supplemental data
2519,supplementary information
6688,supplementary material writing
6696,supplied 
2271,supplied clinical data
5773,supplied data
8267,supplied equipment for data transcription
4215,supplied guidance 
6010,supplied high crystals
1210,supplied material 
5152,supplied patient samples
7187,supplied reagents
841,supplied resources
1560,supplied samples 
6683,supplied sequencing samples
5897,supplied squirrels 
6713,supplied sulforaphane broccoli sprout extract
5219,supplied the data
5397,supplied the data 
6004,supplied the images in 
1034,supplied the plasmid for the constructs
7453,supplied the theory
1565,supplied tissue
10,support
857,support 
4705,support for research
7137,support from 
5002,support of 
524,supported 
6699,supported analysis of 
3676,supported analysis of inflammasome activity
7669,supported by 
7170,supported calcium imaging studies
6753,supported development of the model code 
3680,supported immunophenotypical analysis
965,supported implementing image acquisition 
2816,supported research
999,supported the analysis of primary cardiomyocytes
5679,supported the collection 
3088,supported the data acquisition
2922,supported the data visualization
5234,supported the design of compounds
4935,supported the entire project
8217,supported the experiments
3869,supported the ice core drilling project 
2923,supported the meteorology validation
7842,supported the neural differentiation experiments
7843,supported the pathological analysis
4111,supported the project
3593,supported the smoothed particle hydrodynamics code 
7844,supported the statistical analysis
4502,supported the studies related to toggle
3256,supported the study
1862,supported toggle sphaeroides cultivation
1720,supported with funding
8476,surface
2842,surface area measurements of various phases
2354,surgery
1377,surveyed the literature
1305,surveys
4234,symbolic calculations
2712,symmetry analysis 
2638,synthesized
2132,synthesized 
4361,synthesized analogs 
5551,synthesized ascr 
3777,synthesized bromoquine
7408,synthesized chemicals
4082,synthesized compounds
3120,synthesized cross reagents
6097,synthesized data
2570,synthesized deuterated lipids
8018,synthesized dhas
3003,synthesized folate containing liposomes
3004,synthesized folate lipoconjugate 
6620,synthesized hairpins
6773,synthesized materials
7745,synthesized model systems
2846,synthesized molecules
4123,synthesized nanoparticles in solution phase 
5699,synthesized nanorods for the experiments
8303,synthesized peptoids
5771,synthesized previous literature
7718,synthesized reagents
8346,synthesized research in referenced publications
1373,synthesized samples
8426,synthesized the carbon nanotubes
6756,synthesized the complex
5235,synthesized the compounds
3417,synthesized the crystals
5721,synthesized the data 
4929,synthesized the fluorephore
8532,synthesized the gene coding for synthase
4488,synthesized the lipids
6030,synthesized the materials
2530,synthesized the molecule
3715,synthesized the molecules
2299,synthesized the polymer crucial for the synthesis of our gold heterodimers
4585,synthesized the results
4144,synthesized the samples
2762,synthesized the samples used in the experiments
6535,synthesized the small molecule
6323,synthesized the substrates
5428,synthesized toggle toggle
2396,system
1782,systems
1266,t
1267,t analyzed data
510,table 
775,tables
5451,tables for publication
6486,targeted bisulfite pyrosequencing
504,teams
901,technical
244,technical expertise
2318,technical support
5946,technology infrastructures
78,tectonic analysis
6844,tested for infectious virus
6842,tested for infectious virus 
2300,tested reproducibility on separate setups
8110,tested the activity of the constructs in flies
8113,tested the activity of the constructs in mice
7264,tested the stochastic cycle model
5837,tested the webserver
4742,tested their function
5314,text
2646,text to the paper
1813,the 
4841,the accompanying biochemical experiments
2079,the alignments
6268,the analysis
8017,the analysis for absolute configuration of dhas
1869,the analysis of the decussation data
5832,the analysis of the human breast cancer xenograft dataset
1866,the analysis of the monkey decussation data
1867,the analysis of the natural disparity statistics
4108,the analyzed data
3249,the anonymous author contributed to writing of the paper 
387,the apparatus for tail conditioning
6693,the associated database
8333,the automated data analysis algorithm
7688,the behavioral analysis
7541,the biochemical analyses 
2983,the blood samples
940,the chaperone expression
4689,the code for specific analyses
2074,the comparative genomics
2875,the computation of the rotation of the motion in 
8358,the concept of conformational thermostabilization as a generic methodology through their own research on other 
1489,the configuration of a spinning setup
683,the contributed new reagents tools
1350,the core code development
2161,the core thoughts 
3980,the corresponding data analysis
2115,the crystallization experiments
2777,the data curation
7813,the data evaluation
7508,the dataset
5398,the description of its generation
1933,the design of the crystallization system
3250,the design of the research based on years of field interviews 
4107,the designed research
440,the development of explanations for the results
8462,the development of the robotic models
4567,the diagnostic checklist
4720,the discussion about biological explanations for the women survival advantage on human studies
4101,the discussion of the results
2938,the divergence time estimation
4496,the drone
1336,the effect was measured 
6970,the evaluation of their photocatalytic activity
1985,the excavation information
7583,the experiments
4023,the experiments of the project
1491,the fertility measurements
1485,the fitting to the experimental data
1276,the fluids characterization
2778,the formal analysis
4900,the forward flux sampling code
8244,the geological field work
1325,the illustration
1414,the in vivo roe deer embryos
1323,the interface
1111,the latter supplying the biological context
1197,the long project
1141,the manuscript
6839,the measurement of the antibodies in the mouse samples
4243,the modelling
7646,the mummies
2109,the mutated versions
2873,the numerical simulations
2374,the optical setup used for the experiments
5484,the paper
682,the performed research
2344,the polymer characterization
1042,the project
7975,the proteins
8045,the q validation data
1286,the related data processing
4035,the remaining authors
4196,the resulting analysis
5710,the sampling of the stratigraphic section
4270,the sequencing
681,the statistical modeling
7063,the stone artifacts
2731,the structure of the model
2122,the supplemental material
8000,the supporting material
8438,the toggle vivo test
4181,the two nucleotide sequence
8498,the ultrastructure of sperm cells
519,the writin 
2779,the writing of the paper
6969,their characterization
6328,their characterizations
4497,their control interfaces
4762,their families
6652,their histochemical subtyping
391,their implications
3982,their interpretation 
6555,their own research
3377,then took photos of their cluster roots interacting with rock fragments
3375,then took the photos included in 
1335,theoretical calculations
7111,theoretical framework
2689,theoretical guidance
4723,theoretical interpretation
1670,theoretical modeling
6909,theoretical research
6400,theoretical support
2890,theory
805,thermodynamic models 
1427,this analysis
5437,this work was motivated by discussions with 
1515,three assays
5231,time measurement
6221,tissue imaging
4030,tissue processing
3169,tissues
6827,titered the challenge stock 
8154,to designed research
6575,to revisions
1634,to the final manuscript
4686,to the implications for hominin fossils
